TEXT_2_WARPOD_SQUADRON,#2 Эскадрилья боевых капсул
TEXT_TOOLTIP_ULAV_COMPANY,Рота: 4 сверхлегких штурмовых машины
TEXT_TOOLTIP_ULAV_EARLY_COMPANY,Рота: 4 сверхлегких штурмовых машины PDF
TEXT_TOOLTIP_ULAV_EARLY_MOVE,Скорость: 4,5 | Терн: 3.0
TEXT_TOOLTIP_ULAV_EARLY_WEAP3,1 сотрясающая граната: 1/10,0 с/160 м
TEXT_TOOLTIP_ULAV_HEALTH,Здоровье: 140
TEXT_TOOLTIP_ULAV_MOVE,Скорость: 4.0 | Терн: 3.0
TEXT_TOOLTIP_ULAV_SHIELD,Щиты: 40 /
TEXT_TOOLTIP_ULAV_WEAP1,1x AV-бластерная пушка: 2/2,0 с/320 м
TEXT_TOOLTIP_ULAV_WEAP2,1 бластерная пушка ИИ : 3 / 1,0 с / 320 м
TEXT_TOOLTIP_ULAV_WEAP3,1 ударная ракета: 1/15,0 с/320 м
TEXT_TOOLTIP_UMBARAN_HOVER_TANK,Этот необычный танк ведет разрушительный плазменный огонь на больших дистанциях. Его редко можно увидеть за пределами призрачного мира Умбара, но он образует первую линию защиты от любых атак, которые все-таки достигают берега.
TEXT_TOOLTIP_UMBARAN_HOVER_TANK_COMPANY,Компания: 3 танка «Умбаран Ховер»
TEXT_TOOLTIP_UMBARAN_HOVER_TANK_HEALTH,Здоровье: 250
TEXT_TOOLTIP_UMBARAN_HOVER_TANK_MOVE,Скорость: 2,5 | Терн: 3.0
TEXT_TOOLTIP_UMBARAN_HOVER_TANK_SHIELD,Щиты: 50 /
TEXT_TOOLTIP_UMBARAN_HOVER_TANK_WEAP1,2x Тяжелая плазменная пушка: 1/2,0 с/400 м
TEXT_TOOLTIP_UMBARAN_STARFIGHTER,Относительная изоляция Умбары породила особую традицию истребителей. В топовой линейке Zenuas 33 используются гибкие лопасти крыла и нетрадиционное управление, что позволяет создать чрезвычайно маневренный корабль, который может быстро нанести огневую мощь под любым углом, что делает его опасным ночным истребителем территориальной обороны.
TEXT_TOOLTIP_UMBARAN_STARFIGHTER_BASE,Здоровье: 10 | Щиты: 5
TEXT_TOOLTIP_UMBARAN_STARFIGHTER_MOVE,Скорость: 5,01 | Маневренность: 6
TEXT_TOOLTIP_UMBARAN_STARFIGHTER_SQUADRON,Эскадрилья: 12 33-й эскадрильи «Зенуас»
TEXT_TOOLTIP_UMBARAN_STARFIGHTER_SQUADRON_DOUBLE,Эскадрилья: 24 33-й эскадрильи «Зенуас»
TEXT_TOOLTIP_UMBARAN_STARFIGHTER_SQUADRON_HALF,Эскадрилья: 6 33-й эскадрильи «Зенуас»
TEXT_TOOLTIP_UMBARAN_STARFIGHTER_WEAP1,1 истребительная лазерная пушка: 4/2,0 с/1,0 км
TEXT_TOOLTIP_UMBARAN_STARFIGHTER_WEAP2,1 истребительная протонная торпеда: 1/50,0 с/1,8 км
TEXT_TOOLTIP_UNITS_PIRATE_BASE,Пиратский флот: позволяет создавать уникальные юниты.
TEXT_TOOLTIP_UNITS_PIRATE_BASE_PENALTY,Увеличено время сборки пиратских юнитов: время сборки в 10 раз.
TEXT_TOOLTIP_UTAA,Специальная противовоздушная репульсорная машина, разработанная для Войн клонов вместе с другими военными машинами. Имеет символические орудия самообороны для защиты своей батареи зенитных ракет. В конечном итоге на смену ему пришел AT-AA Walker для общего использования, который был более надежным и универсальным.
TEXT_TOOLTIP_UTAA_COMPANY,Рота: 2х УТ-АА
TEXT_TOOLTIP_UTAA_HEALTH,Здоровье: 225
TEXT_TOOLTIP_UTAA_MOVE,Скорость: 1,25 | Терн: 2.0
TEXT_TOOLTIP_UTAA_WEAP1,1 зенитная ракета: 4 / 2,0 с / 400 м
TEXT_TOOLTIP_UTAA_WEAP2,2 легкие AV-бластерные пушки: 2/3,0 с/320 м
TEXT_TOOLTIP_V_WING,Чрезвычайно быстрый перехватчик с приличным вооружением. Разработанный Валексом Блиссексом во время Войн клонов и предназначенный для массового запуска основными республиканскими авианосцами, позже, после нескольких лет службы в Империи, он был снят с производства в пользу более экономичной серии TIE. Его лучше всего использовать для поражения истребителей противника или ответа на приближающиеся бомбардировщики.
TEXT_TOOLTIP_V_WING_BOMBER,Редкий вариант перехватчика с V-образным крылом, который добавляет к своей раме вооружение уровня бомбардировщика.
TEXT_TOOLTIP_VAAT,Штурмовой транспорт с изменяемой высотой/принуждение представлял собой конструкцию боевого транспортного корабля Rothana Heavy Engineering, предшествовавшую LAAT. Ему не хватает огневой мощи, как у его преемника, но он обеспечивает гораздо большую защиту пассажиров и более устойчив к огню. Он использовался в ряде местных сил безопасности, в том числе в тех, которые базировались на Корусанте до Войн клонов, и останется на вооружении правоохранительных органов даже во время Галактической гражданской войны.
TEXT_TOOLTIP_VAAT_COMPANY,Компания: 1x VAAT/e
TEXT_TOOLTIP_VAAT_HEALTH,Здоровье: 400
TEXT_TOOLTIP_VAAT_HEALTH_COMMANDER,Здоровье: 480
TEXT_TOOLTIP_VAAT_MOVE,Скорость: 3.0 | Ход: 3.2
TEXT_TOOLTIP_VAAT_WEAP1,2 AV-бластерные пушки: 2/2,0 с/400 м
TEXT_TOOLTIP_VAAT_WEAP2,1 ракета «Протон»: 1/5,0 с/400 м
TEXT_TOOLTIP_VALOR_HULL,Корпус: 21000
TEXT_TOOLTIP_VALOR_SHIELD,Щиты: 22000 /
TEXT_TOOLTIP_VALOR_SQUADRON,Истребители: 3/17 | Бомбардировщики: 2 / 13 | Корветы: 3 / 3
TEXT_TOOLTIP_VALOR_SQUADRON_CSA,Истребители: 3/17 | Бомбардировщики: 2 / 13 | Корветы: 2 / 2
TEXT_TOOLTIP_VALOR_SQUADRON_HUTTS,Истребители: 4/26 | Бомбардировщики: 1 / 4 | Корветы: 4 / 4
TEXT_TOOLTIP_VALOR_WEAP1,16 средних двойных турболазеров: 2/2,5 с/7,5 км
TEXT_TOOLTIP_VALOR_WEAP2,8 легких двойных лазерных пушек: 2 / 0,5 с / 5,0 км
TEXT_TOOLTIP_VALOR_WEAP3,3 протонные торпеды: 1/5,0 с/6,5 км
TEXT_TOOLTIP_VANGAR,Вангар — ужасный пиратский лорд Барабель, основанный на Прексиаре. С его врагами обращаются жестоко, а неудачники и предатели среди его собственной команды едва ли лучше справляются с его вспыльчивым характером. Несмотря на все его использование в боевых ситуациях, Вангаром тщательно управляет группа «советников», которые следят за тем, чтобы их грозный лидер не препятствовал более тонким аспектам пиратства.
TEXT_TOOLTIP_VEILED_QUEEN,«Скрытое женское общество» — это секретная пиратская группа, возглавляемая Королевой пиратов и женским консультативным советом. Женское общество остается почти неизвестным общественности и властям из-за того, что их целью были только другие преступные организации, что привело к дорогостоящей конфронтации с Консорциумом Занна.
TEXT_TOOLTIP_VEILED_QUEEN_SQUADRON,Бойцы: 0,5/0
TEXT_TOOLTIP_VENATOR,Легендарный гибрид авианосца и эсминца. Звездный разрушитель, разработанный Республикой, был представлен в начале Войн клонов с большим ангаром и примечательными башнями с двумя мостами. Он в значительной степени полагается на свой истребительный состав и предназначен для поддержки других кораблей, таких как его аналог «Победа-I». Он достаточно хорошо продуман, несмотря на то, что ориентирован на тактику истребителей, но его лучше не использовать против более крупных кораблей.
TEXT_TOOLTIP_VENATOR_HULL,Корпус: 3240
TEXT_TOOLTIP_VENATOR_MOVE,Скорость: 4,55 | Ускорение: 0,2 | Поворот: 0,4
TEXT_TOOLTIP_VENATOR_REFIT,Обычный ремонт класса «Венатор», используемый различными группами, такими как преступные организации и небольшие кланы хаттов. Доступность резко возрастает по мере того, как излишки «Войн клонов» продаются местным силам и группам или разбираются на нафталине. Состоит в основном из модификаций оружия, предназначенных для поддержки других крупных кораблей и пиратских операций. С трудом убивает другие крупные корабли самостоятельно.
TEXT_TOOLTIP_VENATOR_REFIT_SHIELD,Щиты: 3200 /
TEXT_TOOLTIP_VENATOR_REFIT_SQUADRON,Истребители: 2 / 7 | Бомбардировщики: 1 / 2
TEXT_TOOLTIP_VENATOR_REFIT_WEAP1,4 тяжелые двойные ионные пушки: 2/5,0 с/7,2 км
TEXT_TOOLTIP_VENATOR_REFIT_WEAP2,2 штурмовые ударные ракеты: 2 / 20,0 с / 7,2 км
TEXT_TOOLTIP_VENATOR_RESEARCH,Позволяет построить мощный звездный разрушитель типа «Венатор».
TEXT_TOOLTIP_VENATOR_SHIELD,Щиты: 3000 /
TEXT_TOOLTIP_VENATOR_SQUADRON,Истребители: 2 / 7 | Бомбардировщики: 2 / 7
TEXT_TOOLTIP_VENATOR_WEAP1,4 тяжелых двойных турболазера: 2/5,0 с/7,2 км
TEXT_TOOLTIP_VENATOR_WEAP2,2 средних двойных турболазера: 1/5,0 с/6,2 км
TEXT_TOOLTIP_VENATOR_WEAP3,2 средних турболазера: 2/1,67 с/6,2 км
TEXT_TOOLTIP_VENATOR_WEAP4,2 легкие двойные лазерные пушки: 2/0,38 с/3,7 км
TEXT_TOOLTIP_VENATOR_WEAP5,2 протонные торпеды: 2/20,0 с/5,2 км
TEXT_TOOLTIP_VICTORY_I_FRIGATE,Универсальный быстроходный фрегат с разнообразным вооружением — первая версия линейки, уходящей корнями в Войны клонов. Он хорошо разносторонний, но ему не хватает поддержки со стороны бойцов, и его лучше всего использовать для помощи более крупным столицам.
TEXT_TOOLTIP_VICTORY_I_FRIGATE_HULL,Корпус: 1200
TEXT_TOOLTIP_VICTORY_I_FRIGATE_MOVE,Скорость: 4,2 | Ускорение: 0,15 | Поворот: 0,4
TEXT_TOOLTIP_VICTORY_I_FRIGATE_SHIELD,Щиты: 1500 /
TEXT_TOOLTIP_VICTORY_I_FRIGATE_WEAP1,2 легких двойных турболазера: 2/3,33 с/5,1 км
TEXT_TOOLTIP_VICTORY_I_FRIGATE_WEAP2,6 средних счетверенных лазерных пушек: 2/5,0 с/4,1 км
TEXT_TOOLTIP_VICTORY_I_FRIGATE_WEAP3,1 штурмовая ударная ракета: 2 / 10,0 с / 7,1 км
TEXT_TOOLTIP_VICTORY1,Почтенный тяжелый крейсер, созданный Республикой Звездный Разрушитель, призван дополнить класс «Венатор», сосредоточив внимание на боях между кораблями и защите систем. Он имеет мощную батарею ракет для огневой мощи, но ему мешает устаревшая система привода. Его лучше всего использовать для нанесения урона кораблям противника благодаря его ракетной нагрузке и большому артиллерийскому комплексу.
TEXT_TOOLTIP_VICTORY1_ALT,Это одна из многих модификаций звездного разрушителя «Победа-I». Этот вариант оснащен турболазерами с более длинным стволом, которые заменяют некоторые из существующих турбин, что дает варианту класса «Виктор» более сильную способность наносить удары издалека и заставлять противника подчиняться. Кроме того, были установлены токены лазерной защиты, которые позволяют отразить любые истребители или бомбардировщики, которые прорываются через линию фронта и беспокоят корабль.
TEXT_TOOLTIP_VICTORY1_ALT_WEAP1,4 тяжелых двойных турболазера: 2/2,0 с/7,2 км
TEXT_TOOLTIP_VICTORY1_ALT_WEAP2,2 легкие счетверенные лазерные пушки: 2 / 1,0 с / 3,7 км
TEXT_TOOLTIP_VICTORY1_HULL,Корпус: 3600
TEXT_TOOLTIP_VICTORY1_MOVE,Скорость: 3,5 | Ускорение: 0,175 | Терн: 0,375
TEXT_TOOLTIP_VICTORY1_SHIELD,Щиты: 3200 /
TEXT_TOOLTIP_VICTORY1_SQUADRON,Истребители: 1 / 1
TEXT_TOOLTIP_VICTORY1_WEAP1,2 легких счетверенных турболазера: 2/4,0 с/5,2 км
TEXT_TOOLTIP_VICTORY1_WEAP2,4 легких двойных турболазера: 2 / 1,11 с / 5,2 км
TEXT_TOOLTIP_VICTORY1_WEAP3,4 штурмовые ударные ракеты: 5/12,5 с/7,2 км
TEXT_TOOLTIP_VICTORY2,Дополнительная версия «Победы», которая теряет роль ракетного крейсера в пользу более универсального вооружения. Он был разработан на основе Победы-I в конце Войн клонов и не был так популярен, как он или Венатор, но стал более распространенным в Галактической Империи. Он значительно быстрее благодаря обновленной системе двигателя и оснащению тяжелым энергетическим вооружением.
TEXT_TOOLTIP_VICTORY2_HULL,Корпус: 3792
TEXT_TOOLTIP_VICTORY2_MOVE,Скорость: 4,9 | Ускорение: 0,25 | Поворот: 0,45
TEXT_TOOLTIP_VICTORY2_SHIELD,Щиты: 3200 /
TEXT_TOOLTIP_VICTORY2_SQUADRON,Истребители: 1 / 1
TEXT_TOOLTIP_VICTORY2_WEAP1,4 тяжелых турболазера: 2/2,0 с/7,2 км
TEXT_TOOLTIP_VICTORY2_WEAP2,4 средних двойных турболазера: 2/2,0 с/6,2 км
TEXT_TOOLTIP_VICTORY2_WEAP3,2 тяжелые ионные пушки: 2/2,0 с/7,2 км
TEXT_TOOLTIP_VONTOR,Самый крупный из множества почтенных кораблей, грозный «Вонтор» с помощью своего широкого арсенала оружия может противостоять практически любой угрозе, которая осмелится вторгнуться в Бутана-Хатту.
TEXT_TOOLTIP_VONTOR_HULL,Корпус: 7000
TEXT_TOOLTIP_VONTOR_MOVE,Скорость: 2,8 | Ускорение: 0,075 | Поворот: 0,15
TEXT_TOOLTIP_VONTOR_SHIELD,Щиты: 6500 /
TEXT_TOOLTIP_VONTOR_SQUADRON,Истребители: 2/4 | Бомбардировщики: 1 / 2
TEXT_TOOLTIP_VONTOR_WEAP1,4 тяжелых турболазера: 2/2,0 с/7,3 км
TEXT_TOOLTIP_VONTOR_WEAP2,6 средних турболазеров: 2 / 1,0 с / 6,3 км
TEXT_TOOLTIP_VONTOR_WEAP3,4 средние двойные лазерные пушки: 2 / 1,0 с / 4,3 км
TEXT_TOOLTIP_VONTOR_WEAP4,4 штурмовые ударные ракеты: 4/10,0 с/7,3 км
TEXT_TOOLTIP_VORACIOUS,Прожорливые авианосцы — это древняя и своеобразная конструкция, возникшая еще во времена Новых войн ситхов. Уже давно миновав свой расцвет, нельзя ожидать, что они вступят в бой с линейными крейсерами противника, но тяжелые орудия могут поддерживать их мощное истребительное крыло издалека.
TEXT_TOOLTIP_VORACIOUS_HULL,Корпус: 12075
TEXT_TOOLTIP_VORACIOUS_MOVE,Скорость: 2,45 | Ускорение: 0,075 | Поворот: 0,15
TEXT_TOOLTIP_VORACIOUS_SHIELD,Щиты: 9200 /
TEXT_TOOLTIP_VORACIOUS_SQUADRON,Истребители: 6/18 | Бомбардировщики: 4 / 12
TEXT_TOOLTIP_VORACIOUS_WEAP1,8 тяжелых двойных турболазеров: 1/5,0 с/7,4 км
TEXT_TOOLTIP_VORACIOUS_WEAP2,12 средних счетверенных лазерных пушек: 2 / 1,0 с / 4,4 км
TEXT_TOOLTIP_VULTURE_PIRATES,Пиратская группа, которая однажды напала на повстанческого предпринимателя Дунари, но была отогнана Бандитской эскадрильей. Пилоты-стервятники организованы в эскадрильи Пиратов и Ярости.
TEXT_TOOLTIP_VULTURE_SQUADRON,Бомбардировщики: 2 / 0
TEXT_TOOLTIP_WLO5_TANK,Танк Ubrikkian WLO-5 Speeder был популярным выбором пиратов и других фракций во Внешнем Кольце из-за его низкой цены и высокой мобильности, которую водитель мог использовать для уклонения от некоторых атак, хотя им не хватало огневой мощи по сравнению с танками, состоящими на вооружении крупных держав. Также было отмечено, что конструкцию чрезвычайно легко модифицировать и ремонтировать, что еще больше повысило ее популярность в менее богатых районах галактики.
TEXT_TOOLTIP_WLO5_TANK_COMMANDER_HEALTH,Здоровье: 375
TEXT_TOOLTIP_WLO5_TANK_COMPANY,Компания: 3 танка WLO-5 Speeder.
TEXT_TOOLTIP_WLO5_TANK_HEALTH,Здоровье: 300
TEXT_TOOLTIP_WLO5_TANK_MOVE,Скорость: 1,5 | Терн: 2.0
TEXT_TOOLTIP_WLO5_TANK_WEAP1,1 тяжелая AV-бластерная пушка: 1/2,0 с/400 м
TEXT_TOOLTIP_WLO5_TANK_WEAP2,1 бластерная пушка ИИ: 2/0,5 с/240 м
TEXT_TOOLTIP_X34_TECHNICAL,Техническая импровизированная боевая машина, состоящая из обычного гражданского спидера с установленным на нем легким многозарядным бластером. Не очень подходит для боя на передовой, но может атаковать более легкую технику и пехоту.
TEXT_TOOLTIP_X34_TECHNICAL_COMPANY,Рота: 12 X-34 Landspeeder Технический
TEXT_TOOLTIP_X34_TECHNICAL_HEALTH,Здоровье: 35
TEXT_TOOLTIP_X34_TECHNICAL_MOVE,Скорость: 2,75 | Терн: 4.0
TEXT_TOOLTIP_X34_TECHNICAL_WEAP1,1 легкая бластерная пушка ИИ: 3 / 1,0 с / 240 м
TEXT_TOOLTIP_XQ5,Легковооруженная станция, но обеспечивает минимальную защиту от целенаправленного нападения.
TEXT_TOOLTIP_XQ5_HULL,Корпус: 2520
TEXT_TOOLTIP_XQ5_SHIELD,Щиты: 3000 /
TEXT_TOOLTIP_XQ5_WEAP1,3 средних двойных турболазера: 2/5,0 с/7,2 км
TEXT_TOOLTIP_XQ5_WEAP2,3 средние двойные лазерные пушки: 2/2,5 с/5,2 км
TEXT_TOOLTIP_Y_WING,Разработка среднего бомбардировщика, история создания которого началась во времена Войн клонов. Текущая модель S3 была разработана для улучшения моделей B и S1, которые служили на войне и служили в Новой Республике. Его лучше всего использовать для атаки более крупных кораблей противника с помощью ионных пушек и боеприпасов.
TEXT_TOOLTIP_Z95_BOMBER,Z-95 Headhunters имеет множество подмоделей, используемых для различных боевых задач по всей галактике. Варианты, предназначенные для противокорабельной и наземной поддержки, распространены в оперативных группах с более низким приоритетом и в местных силах, добавляя стойки и крепления для боеприпасов за счет снижения летных характеристик.
TEXT_TOOLTIP_Z95_HEADHUNTER,Чрезвычайно распространенный и устаревший истребитель, широко используемый по всей галактике. Текущая серия основана на Mark 2, который заменил старый перехватчик Mark 1 и снова переработал конструкцию. Эта модель вооружена стандартными лазерными пушками и ракетами.
TEXT_TOOLTIP_Z95ML_HEADHUNTER,Z-95 Headhunter оснащен тяжелыми ракетными ящиками под крылом для развертывания тяжелых ракет на большие расстояния. Сохраняет возможности базового корпуса, превращая обычный истребитель в средний, но универсальный десантный корабль.
TEXT_TOOLTIP_Z95XT_HEADHUNTER,Вариант тренировочной и курьерской модели охотника за головами без полного боевого пакета большинства моделей. Как и другие корабли, выполняющие подобные функции поддержки, их часто заставляют работать, когда ничего другого под рукой нет.
TEXT_TOOLTIP_ZAN_DANE,Таинственный пират, базирующийся в теневом порту кометы Пойнт-Надир, Зан Дейн был ярким человеком с отличными командными навыками, кодексом чести и смутным акцентом Тапани. Более 400 членов его экипажа входят в состав его собственного крейсера «Мародер», корвета «Амбер Стар» и нескольких других кораблей.
TEXT_TOOLTIP_ZAN_DANE_SQUADRON,Бойцы: 0,5/0
TEXT_TOOLTIP_ZANN_STATION_HULL,Корпус: 6300
TEXT_TOOLTIP_ZANN_STATION_SHIELD,Щиты: 5000 /
TEXT_TOOLTIP_ZANN_STATION_WEAP1,2 средних счетверенных турболазера: 2/2,0 с/7,2 км
TEXT_TOOLTIP_ZANN_STATION_WEAP2,2 тяжелые двойные лазерные пушки: 2 / 0,5 с / 5,1 км
TEXT_TOOLTIP_ZANN_STATION_WEAP3,2x массовых драйвера: 2 / 1,0 с / 8,0 км
TEXT_TOOLTIP_ZORBA,Зорба Десилиджик Тиуре был хаттским криминальным авторитетом и лидером Десилиджика Каджидика. Один из немногих хаттов, у которых были волосы , Зорба был братом Джилиака, Эбора, Зиро и Пазды, отцом Джаббы Десилиджика Тиуре и дедушкой Ротты, Горги и Груббы Десилиджика Ааррпо. Зорба был неумелым лидером Десилиджика, и у него было мало сторонников в клане из-за его диковинных планов и неэффективного финансового управления. Во время сепаратистского кризиса он был задержан правоохранительными органами и приговорен к тюремному заключению на планете Кип. Джилиак занял пост лидера Десилиджика, а Джабба унаследовал большую часть владений Зорбы.
TEXT_TOSCAN_BOMBER_SQUADRON,Тосканская 8-Q бомбардировочная эскадрилья
TEXT_TOSCAN_BOMBER_SQUADRON_HALF,Тосканская 8-Q бомбардировочная эскадрилья 1/2
TEXT_TOSCAN_BOMBER_SQUADRON2,Тосканская 8-Q бомбардировочная эскадрилья 2x
TEXT_TOSCAN_GUNSHIP_SQUADRON,Тосканская 8-Q боевая эскадрилья
TEXT_TOSCAN_GUNSHIP_SQUADRON_HALF,Тосканская 8-Q боевая эскадрилья 1/2
TEXT_TOSCAN_GUNSHIP_SQUADRON2,Тосканская 8-Q боевая эскадрилья 2x
TEXT_TOSCAN_INTERCEPTOR_SQUADRON,Тосканская 8-Q эскадрилья перехватчиков
TEXT_TOSCAN_INTERCEPTOR_SQUADRON_HALF,Тосканская 8-Q эскадрилья перехватчиков 1/2
TEXT_TOSCAN_INTERCEPTOR_SQUADRON2,Тосканская 8-Q эскадрилья перехватчиков 2x
TEXT_TOSCAN_MISSILE_SQUADRON,Ракетный Тоскан 8-Q эскадрильи звёздных истребителей
TEXT_TOSCAN_MISSILE_SQUADRON_HALF,Ракетный Тоскан 8-Q Эскадрильи Звёздных Истребителей 1/2
TEXT_TOSCAN_MISSILE_SQUADRON2,Ракетный Тоскан 8-Q эскадрильи звездных истребителей 2x
TEXT_TOSCAN_STOCK_SQUADRON,Тосканская 8-Q эскадрилья звёздных истребителей
TEXT_TOSCAN_STOCK_SQUADRON_HALF,Тосканская 8-Q эскадрилья звёздных истребителей 1/2
TEXT_TOSCAN_STOCK_SQUADRON2,Тосканская 8-Q эскадрилья звёздных истребителей 2x
TEXT_UNIT_2_WARPOD,#2 Варпод
TEXT_UNIT_74Z_SPEEDER_BIKE,74-Z Speeder Bike Scout
TEXT_UNIT_A5RX,Боевой танк A5-RX
TEXT_UNIT_A5RX_COMPANY,Рота боевых танков A5-RX
TEXT_UNIT_AAT,Бронированный штурмовой танк-1
TEXT_UNIT_AAT_COMPANY,Компания ААТ-1
TEXT_UNIT_ACCLAMATOR_I,Крейсер Аккламатор-I
TEXT_UNIT_ACCLAMATOR_II,Крейсер Аккламатор-II
TEXT_UNIT_ACCLAMATOR_LEVELER,Крейсер Аккламатор-I
TEXT_UNIT_ACTION_VI_SUPPORT,Действие VI Тендер
TEXT_UNIT_AGGRESSOR_ASSAULT_FIGHTER,Штурмовой истребитель-агрессор
TEXT_UNIT_ANTARIAN_RANGER_ASSAULT_SQUAD,Отряд антарианских рейнджеров-карабинеров
TEXT_UNIT_ANTARIAN_RANGER_CARBINER,Антарский рейнджер-карабинер
TEXT_UNIT_ANTARIAN_RANGER_CARBINER_GRENADIER,Антарский рейнджер Карабинер Гренадер
TEXT_UNIT_ANTARIAN_RANGER_CARBINER_LIEUTENANT,Антарский рейнджер-лейтенант-карабинер
TEXT_UNIT_ANTARIAN_RANGER_GUNNER_LIGHT,Антарский рейнджер, легкий стрелок
TEXT_UNIT_ANTARIAN_RANGER_HEAVY_SQUAD,Отряд антарианских рейнджеров-стрелков
TEXT_UNIT_ANTARIAN_RANGER_PLATOON,Антарийский взвод рейнджеров
TEXT_UNIT_ANTARIAN_RANGER_RIFLEMAN,Антарский рейнджер-стрелок
TEXT_UNIT_ANTARIAN_RANGER_RIFLEMAN_CAPTAIN,Антарский рейнджер, капитан-стрелок
TEXT_UNIT_ANTARIAN_RANGER_RIFLEMAN_GRENADIER,Антарский рейнджер, стрелок, гренадер
TEXT_UNIT_ANTARIAN_RANGER_RIFLEMAN_LIEUTENANT,Антарский рейнджер, стрелок-лейтенант
TEXT_UNIT_ARC170,АРК-170
TEXT_UNIT_ARQUITENS,Легкий крейсер Арквитенс
TEXT_UNIT_ARROW23,Стрела-23 Лендспидер
TEXT_UNIT_ARROW23_COMPANY,Компания «Стрела-23 Лендспидер»
TEXT_UNIT_AT_AP_WALKER,АТ-АП Уокер
TEXT_UNIT_AT_DP_COMPANY,Компания AT-DP Walker
TEXT_UNIT_AT_DP_WALKER,AT-DP Уокер
TEXT_UNIT_AT_PT_WALKER,АТ-ПТ Уокер
TEXT_UNIT_AT_RT_WALKER,AT-RT Уокер
TEXT_UNIT_AT_RT_WALKER_COMPANY,Компания AT-RT Walker
TEXT_UNIT_AT_TE_WALKER,АТ-ТЕ Уокер
TEXT_UNIT_AT_TE_WALKER_COMMAND,Командный AT-TE Уокер
TEXT_UNIT_ATL_INTERCEPTOR,Перехватчик АТЛ
TEXT_UNIT_B2_BATTLE_DROID,Супербоевой дроид B2
TEXT_UNIT_B2_BATTLE_DROID_COMPANY,Взвод боевых супердроидов B2
TEXT_UNIT_B2_BATTLE_DROID_SQUAD,Отряд боевых супердроидов B2
TEXT_UNIT_B2_HAT_BATTLE_DROID,Супербоевой дроид B2-HA
TEXT_UNIT_B2_LRB_BATTLE_DROID,Тяжелый супербоевой дроид B2
TEXT_UNIT_BANTHA_II_SKIFF,Скиф Банта-II
TEXT_UNIT_BANTHA_II_SKIFF_COMMAND,Командный скиф Банта-II
TEXT_UNIT_BANTHA_II_SKIFF_COMMANDER,Командир скифа Банта-II
TEXT_UNIT_BANTHA_II_SKIFF_COMPANY,Компания Банта-II Скиф
TEXT_UNIT_BANTHA_II_SKIFF_HUTT,Модифицированный скиф Банта-II
TEXT_UNIT_BANTHA_II_SKIFF_HUTT_COMPANY,Модифицированная рота скиффов Bantha-II
TEXT_UNIT_BARABBULA_FRIGATE,Фрегат Бараббула
TEXT_UNIT_BARC_SPEEDER,БАРК Спидер
TEXT_UNIT_BARC_SQUAD,Разведывательная рота BARC Speeder
TEXT_UNIT_BARLOZ,Барлоз Грузовое судно
TEXT_UNIT_BATIL,Батиль Перевозчик
TEXT_UNIT_BATTLE_DROID,Боевой дроид B1
TEXT_UNIT_BATTLE_DROID_PLATOON,Взвод боевых дроидов B1
TEXT_UNIT_BATTLE_DROID_SQUAD,Отряд боевых дроидов B1
TEXT_UNIT_BETA_3,Бета ЭТР-3 Эскортный транспорт
TEXT_UNIT_BETA_3_GROUP,Бета ЭТР-3 Эскорт Транспортная Группа
TEXT_UNIT_BETA_3_SQUADRON,Бета-эскортная транспортная эскадрилья ETR-3
TEXT_UNIT_BOOTANA_BARABBULA_FRIGATE,Отправить фрегат Бараббула
TEXT_UNIT_BOOTANA_BATIL,Отправить Батиль Перевозчик
TEXT_UNIT_BOOTANA_CHELANDION,Отправить Челандионский крейсер
TEXT_UNIT_BOOTANA_JUVARD_FRIGATE,Отправить фрегат Джувард
TEXT_UNIT_BOOTANA_KARABOS,Отправить разрушитель Карабос
TEXT_UNIT_BOOTANA_KARAGGA,Отправить разрушитель Карагга
TEXT_UNIT_BOOTANA_KOSSAK_FRIGATE,Отправить фрегат «Коссак»
TEXT_UNIT_BOOTANA_SZAJIN,Отправить крейсер Саджин
TEXT_UNIT_BOOTANA_TARRADA,Отправить фрегат Таррада
TEXT_UNIT_BOOTANA_TEMPEST_CRUISER,Отправить крейсер Tempest
TEXT_UNIT_BOOTANA_UBRIKKIAN_CRUISER,Отправить Убриккианский крейсер
TEXT_UNIT_BOOTANA_VONTOR,Отправить эсминец Вонтор
TEXT_UNIT_BTLB_Y_WING,БТЛ-Б Y-образное крыло
TEXT_UNIT_BTLS1_Y_WING,БТЛ-С1 Y-образное крыло
TEXT_UNIT_BULWARK_I,Линейный крейсер «Оплот-I»
TEXT_UNIT_BULWARK_II,Линейный крейсер «Булварк-II»
TEXT_UNIT_C70,Зарядное устройство C70 Cruiser
TEXT_UNIT_CA_ARTILLERY,Артиллерия Корпоративного Альянса
TEXT_UNIT_CAPTOR,Транспортер тяжелых боеприпасов Captor
TEXT_UNIT_CARRACK,Каррак Крейсер
TEXT_UNIT_CEC_LIGHT_CRUISER,ЦИК Легкий крейсер
TEXT_UNIT_CHELANDION,Челандион Крейсер
TEXT_UNIT_CITADEL_CRUISER,Гражданский крейсер ILH-KK Цитадель
TEXT_UNIT_CLASS_I_DROID,Защитный дроид I класса
TEXT_UNIT_CLOAKSHAPE,Плащ-боец
TEXT_UNIT_CLOAKSHAPE_NEW,Современный истребитель в форме плаща
TEXT_UNIT_CLOAKSHAPE_STOCK,Стандартный истребитель в форме плаща
